source,url,title,price_raw,price_value,currency,make,model,trim,year,mileage_raw,mileage_km,engine_raw,engine_cc,fuel,transmission,drive,body_type,color,steering,doors,seats,stock_no,chassis_no,location,scraped_at_utc
beforward,https://www.beforward.jp/toyota/mark-ii-blit/cd169757/id/15122757/,BE FORWARD : 2003 TOYOTA Mark II Blit,3580,3580.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,TA-JZX110W,,2003,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD169757,JZX110-0018767,NAGOYA,2026-05-17T20:19:17.398761+00:00
beforward,https://www.beforward.jp/toyota/noah/cd253196/id/15205697/,BE FORWARD : 2017 TOYOTA Noah,14010,14010.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2017,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253196,ZRR80-0353203,OSAKA,2026-05-17T20:19:21.141422+00:00
beforward,https://www.beforward.jp/toyota/passo/cd253307/id/15205808/,BE FORWARD : 2017 TOYOTA Passo,5730,5730.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-M700A,,2017,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Green,Right,5,,CD253307,M700A-0062349,NAGOYA,2026-05-17T20:19:24.837260+00:00
beforward,https://www.beforward.jp/toyota/passo/cd253331/id/15205832/,BE FORWARD : 2021 TOYOTA Passo,8420,8420.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,5BA-M700A,,2021,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Green,Right,5,,CD253331,M700A-0181761,NAGOYA,2026-05-17T20:19:28.580971+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253179/id/15205680/,BE FORWARD : 2023 TOYOTA Prius,23130,23130.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253179,MXWH60-4044833,KOBE,2026-05-17T20:19:32.732447+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253219/id/15205720/,BE FORWARD : 2025 TOYOTA Prius,21850,21850.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2025,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253219,MXWH60-4123978,KOBE,2026-05-17T20:19:36.517330+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253227/id/15205728/,BE FORWARD : 2021 TOYOTA Prius,13750,13750.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,ZVW51,,2021,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253227,ZVW51-6212672,KYUSHU,2026-05-17T20:19:40.319163+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253242/id/15205743/,BE FORWARD : 2011 TOYOTA Prius,4080,4080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ZVW30,,2011,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253242,ZVW30-1417138,KYUSHU,2026-05-17T20:19:44.279933+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253258/id/15205759/,BE FORWARD : 2023 TOYOTA Prius,17630,17630.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253258,ZVW60-4008462,YOKOHAMA,2026-05-17T20:19:48.394828+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253262/id/15205763/,BE FORWARD : 2023 TOYOTA Prius,18360,18360.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253262,ZVW60-4004686,YOKOHAMA,2026-05-17T20:19:54.286610+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253278/id/15205779/,BE FORWARD : 2024 TOYOTA Prius,21590,21590.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2024,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253278,MXWH60-4066061,KYUSHU,2026-05-17T20:19:57.968847+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253285/id/15205786/,BE FORWARD : 2023 TOYOTA Prius,17880,17880.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Black,Right,5,,CD253285,ZVW60-4020435,YOKOHAMA,2026-05-17T20:20:02.116969+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253353/id/15205854/,BE FORWARD : 2024 TOYOTA Prius,19540,19540.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,MXWH60,,2024,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253353,MXWH60-4080757,NAGOYA,2026-05-17T20:20:09.405443+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253360/id/15205861/,BE FORWARD : 2019 TOYOTA Prius,11930,11930.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ZVW51,,2019,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Silver,Right,5,,CD253360,ZVW51-6103552,OSAKA,2026-05-17T20:20:13.214200+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253874/id/15206377/,BE FORWARD : 2011 TOYOTA Prius,4080,4080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2011,Year,,Trans.,,Petrol,CVT,2wheel drive,,Red,Right,5,5,CD253874,---879,YOKOHAMA,2026-05-17T20:20:17.251705+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253876/id/15206379/,BE FORWARD : 2011 TOYOTA Prius,2950,2950.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2011,Year,,Trans.,,Petrol,CVT,2wheel drive,,Pearl,Right,5,5,CD253876,---790,YOKOHAMA,2026-05-17T20:20:21.038042+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253917/id/15206420/,BE FORWARD : 2011 TOYOTA Prius,4560,4560.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ZVW30,,2011,Year,,Trans.,,Hybrid(Petrol),CVT,2wheel drive,,Blue,Right,5,5,CD253917,ZVW30-5251919,YOKOHAMA,2026-05-17T20:20:24.686090+00:00
beforward,https://www.beforward.jp/toyota/probox-van/cd253273/id/15205774/,BE FORWARD : 2021 TOYOTA Probox Van,9670,9670.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,NSP160V,,2021,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Gold,Right,5,,CD253273,NSP160-0057965,NAGOYA,2026-05-17T20:20:28.531371+00:00
beforward,https://www.beforward.jp/toyota/rav4/cd044607/id/14996327/,BE FORWARD : 2023 TOYOTA RAV4,22850,22850.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-AXAH54,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,4wheel drive,,Gray,Right,5,,CD044607,AXAH54-4050156,NAGOYA,2026-05-17T20:20:32.412291+00:00
beforward,https://www.beforward.jp/toyota/rav4/cd253318/id/15205819/,BE FORWARD : 2022 TOYOTA RAV4,23510,23510.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,AXAH54,,2022,Year,,Trans.,,Hybrid(Petrol),Automatic,4wheel drive,,Black,Right,5,,CD253318,AXAH54-4041757,NAGOYA,2026-05-17T20:20:41.216205+00:00
beforward,https://www.beforward.jp/toyota/rav4/cd253396/id/15205897/,BE FORWARD : 2021 TOYOTA RAV4,19770,19770.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6BA-MXAA54,,2021,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Black,Right,5,,CD253396,MXAA54-4030390,NIIGATA,2026-05-17T20:20:48.619861+00:00
beforward,https://www.beforward.jp/toyota/sienta/bw726274/id/9989384/,BE FORWARD : 2015 TOYOTA Sienta,2670,2670.0,USD,2015/6,2015/6,2015/6,2015,Year,,Trans.,,Petrol,Automatic,2wheel drive,2015/6,2015/6,Right,5,7,BW726274,NCP81-5228750,YOKOHAMA,2026-05-17T20:20:52.212766+00:00
beforward,https://www.beforward.jp/toyota/sienta/cb565990/id/13627767/,BE FORWARD : 2019 TOYOTA Sienta,7950,7950.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-NSP170G,,2019,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Blue,Right,5,,CB565990,NSP170-7216470,OSAKA,2026-05-17T20:20:56.165531+00:00
beforward,https://www.beforward.jp/toyota/sienta/cd253200/id/15205701/,BE FORWARD : 2021 TOYOTA Sienta,13150,13150.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-NHP170G,,2021,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253200,NHP170-7243612,YOKOHAMA,2026-05-17T20:20:59.840511+00:00
beforward,https://www.beforward.jp/toyota/sienta/cd253265/id/15205766/,BE FORWARD : 2023 TOYOTA Sienta,17820,17820.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXPL10G,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253265,MXPL10-1033569,YOKOHAMA,2026-05-17T20:21:03.682746+00:00
beforward,https://www.beforward.jp/toyota/sienta/cd253362/id/15205863/,BE FORWARD : 2019 TOYOTA Sienta,10930,10930.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,NSP170G,,2019,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Red,Right,5,,CD253362,NSP170-7192196,OSAKA,2026-05-17T20:21:07.474702+00:00
beforward,https://www.beforward.jp/toyota/sienta/cd253918/id/15206421/,BE FORWARD : 2017 TOYOTA Sienta,7380,7380.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-NSP170G,,2017,Year,,Trans.,,Petrol,CVT,2wheel drive,,Green,Right,5,7,CD253918,NSP170-77094884,YOKOHAMA,2026-05-17T20:21:11.292641+00:00
beforward,https://www.beforward.jp/toyota/townace-van/cd253266/id/15205767/,BE FORWARD : 2022 TOYOTA Townace Van,17550,17550.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,S403M,,2022,Year,,Trans.,,Petrol,Automatic,2wheel drive,,White,Right,5,,CD253266,S403M-0014433,YOKOHAMA,2026-05-17T20:21:17.931544+00:00
beforward,https://www.beforward.jp/toyota/vellfire/cd209409/id/15162984/,BE FORWARD : 2015 TOYOTA Vellfire,8610,8610.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-AGH35W,,2015,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD209409,AGH35-0004784,NAGOYA,2026-05-17T20:21:21.712190+00:00
beforward,https://www.beforward.jp/toyota/vellfire/cd219510/id/15172661/,BE FORWARD : 2025 TOYOTA Vellfire,51000,51000.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,5BA-TAHA40W,,2025,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD219510,TAHA40-0012631,NAGOYA,2026-05-17T20:21:25.314590+00:00
beforward,https://www.beforward.jp/toyota/vellfire/cd253274/id/15205775/,BE FORWARD : 2014 TOYOTA Vellfire,11200,11200.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ANH20W,,2014,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD253274,ANH20-8355105,YOKOHAMA,2026-05-17T20:21:30.339341+00:00
beforward,https://www.beforward.jp/toyota/voxy/cb871288/id/13935080/,BE FORWARD : 2019 TOYOTA Voxy,14840,14840.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2019,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CB871288,ZRR80-0544403,NAGOYA,2026-05-17T20:21:34.309531+00:00
beforward,https://www.beforward.jp/toyota/voxy/cc038430/id/14054233/,BE FORWARD : 2018 TOYOTA Voxy,10600,10600.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2018,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CC038430,ZRR80-0427820,NAGOYA,2026-05-17T20:21:38.323755+00:00
beforward,https://www.beforward.jp/toyota/voxy/cc101493/id/14125868/,BE FORWARD : 2009 TOYOTA Voxy,3140,3140.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR75W,,2009,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Pearl,Right,5,8,CC101493,ZRR75-0039477,YOKOHAMA,2026-05-17T20:21:42.929177+00:00
beforward,https://www.beforward.jp/toyota/voxy/cc720168/id/14741466/,BE FORWARD : 2018 TOYOTA Voxy,13780,13780.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2018,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CC720168,ZRR80-0449558,NAGOYA,2026-05-17T20:21:47.029992+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd146673/id/15099642/,BE FORWARD : 2017 TOYOTA Voxy,14380,14380.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR85W,,2017,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Pearl,Right,5,,CD146673,ZRR85-0084256,NAGOYA,2026-05-17T20:21:51.090017+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253264/id/15205765/,BE FORWARD : 2023 TOYOTA Voxy,22080,22080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6BA-MZRA90W,,2023,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253264,MZRA90-0040667,YOKOHAMA,2026-05-17T20:21:55.066230+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253315/id/15205816/,BE FORWARD : 2019 TOYOTA Voxy,15000,15000.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2019,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253315,ZRR80-0510652,KYUSHU,2026-05-17T20:21:59.253445+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253339/id/15205840/,BE FORWARD : 2018 TOYOTA Voxy,14310,14310.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2018,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD253339,ZRR80-0407582,NAGOYA,2026-05-17T20:22:03.865097+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253357/id/15205858/,BE FORWARD : 2020 TOYOTA Voxy,18350,18350.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,ZRR80W,,2020,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253357,ZRR80-0636148,NAGOYA,2026-05-17T20:22:07.848615+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253358/id/15205859/,BE FORWARD : 2023 TOYOTA Voxy,24380,24380.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,MZRA90W,,2023,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253358,MZRA90-0080215,OSAKA,2026-05-17T20:22:11.966568+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253363/id/15205864/,BE FORWARD : 2011 TOYOTA Voxy,2320,2320.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR75W,,2011,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Black,Right,5,,CD253363,ZRR75-0084302,HOKKAIDO,2026-05-17T20:22:16.030522+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253373/id/15205874/,BE FORWARD : 2017 TOYOTA Voxy,11750,11750.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2017,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253373,ZRR80-0355810,NIIGATA,2026-05-17T20:22:21.284150+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253390/id/15205891/,BE FORWARD : 2020 TOYOTA Voxy,15970,15970.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,ZRR80W,,2020,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD253390,ZRR80-0604015,OSAKA,2026-05-17T20:22:25.553963+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253395/id/15205896/,BE FORWARD : 2021 TOYOTA Voxy,15240,15240.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,ZRR80W,,2021,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD253395,ZRR80-0675174,OSAKA,2026-05-17T20:22:33.999471+00:00
beforward,https://www.beforward.jp/toyota/voxy/cd253406/id/15205907/,BE FORWARD : 2024 TOYOTA Voxy,24540,24540.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6BA-MZRA90W,,2024,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD253406,MZRA90-0104034,KYUSHU,2026-05-17T20:22:41.370115+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253177/id/15205678/,BE FORWARD : 2021 TOYOTA Aqua,10590,10590.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-NHP10,,2021,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Silver,Right,5,,CD253177,NHP10-2713163,YOKOHAMA,2026-05-17T20:22:46.759341+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253246/id/15205747/,BE FORWARD : 2017 TOYOTA Aqua,7290,7290.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,NHP10,,2017,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253246,NHP10-6678340,KOBE,2026-05-17T20:22:51.777779+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253259/id/15205760/,BE FORWARD : 2025 TOYOTA Aqua,19840,19840.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXPK11,,2025,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Brown,Right,5,,CD253259,MXPK11-6026448,YOKOHAMA,2026-05-17T20:22:56.845140+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253311/id/15205812/,BE FORWARD : 2015 TOYOTA Aqua,6030,6030.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-NHP10,,2015,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Black,Right,5,,CD253311,NHP10-6391197,YOKOHAMA,2026-05-17T20:23:00.945792+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253352/id/15205853/,BE FORWARD : 2014 TOYOTA Aqua,8880,8880.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-NHP10,,2014,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253352,NHP10-2290909,NAGOYA,2026-05-17T20:23:04.801519+00:00
beforward,https://www.beforward.jp/toyota/aqua/cd253383/id/15205884/,BE FORWARD : 2016 TOYOTA Aqua,6160,6160.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-NHP10,,2016,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253383,NHP10-2590625,OSAKA,2026-05-17T20:23:09.959975+00:00
beforward,https://www.beforward.jp/toyota/noah-hybrid/cb734025/id/13797552/,BE FORWARD : 2017 TOYOTA Noah Hybrid,15570,15570.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ZWR80W,,2017,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Black,Right,5,,CB734025,ZWR80-0278530,NAGOYA,2026-05-17T20:23:13.698918+00:00
